x,y,STATION_NAME,STN_ID,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.9,1994-08-09 00:00:00,QC,1994,8,9,20.1,,15.6,,24.6,,0,,,M,,M,,,0,,0,,2.1,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.10,1994-08-10 00:00:00,QC,1994,8,10,16.6,,12.2,,20.9,,0,,,M,,M,,,0,,0,,0,,1.4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.11,1994-08-11 00:00:00,QC,1994,8,11,18.3,,14.3,,22.2,,0,,,M,,M,,,0,,0,,0.3,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.12,1994-08-12 00:00:00,QC,1994,8,12,20,,14.9,,25.1,,0,,,M,,M,,,0,,0,,2,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.13,1994-08-13 00:00:00,QC,1994,8,13,22.9,,18.7,,27.1,,6.5,,,M,,M,,,0,,0,,4.9,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.14,1994-08-14 00:00:00,QC,1994,8,14,18.3,,12.3,,24.3,,17.2,,,M,,M,,,19,,43,,0.3,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.15,1994-08-15 00:00:00,QC,1994,8,15,14.4,,11.6,,17.2,,0,,,M,,M,,,0,,0,,0,,3.6,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.16,1994-08-16 00:00:00,QC,1994,8,16,17.6,,12.2,,22.9,,2,,,M,,M,,,0,,0,,0,,0.4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.17,1994-08-17 00:00:00,QC,1994,8,17,19.8,,14.5,,25.1,,0,,,M,,M,,,0,,0,,1.8,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.18,1994-08-18 00:00:00,QC,1994,8,18,19.1,,15.2,,22.9,,0,,,M,,M,,,0,,0,,1.1,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.19,1994-08-19 00:00:00,QC,1994,8,19,20.4,,14.9,,25.9,,0,,,M,,M,,,0,,0,,2.4,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.23,1994-08-23 00:00:00,QC,1994,8,23,15.7,,10,,21.3,,0,,,M,,M,,,0,,0,,0,,2.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.24,1994-08-24 00:00:00,QC,1994,8,24,17.7,,11.8,,23.6,,0,,,M,,M,,,0,,0,,0,,0.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.25,1994-08-25 00:00:00,QC,1994,8,25,18.1,,16.1,,20.1,,0,,,M,,M,,,0,,0,,0.1,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.26,1994-08-26 00:00:00,QC,1994,8,26,22,,17.6,,26.3,,2.8,,,M,,M,,,0,,0,,4,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.27,1994-08-27 00:00:00,QC,1994,8,27,22.3,,17.8,,26.8,,0,,,M,,M,,,0,,0,,4.3,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.30,1994-08-30 00:00:00,QC,1994,8,30,16.2,,11.9,,20.4,,1.2,,,M,,M,,,24,,32,,0,,1.8,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.8.31,1994-08-31 00:00:00,QC,1994,8,31,13.2,,11.7,,14.7,,0,,,M,,M,,,0,,0,,0,,4.8,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.1,1994-09-01 00:00:00,QC,1994,9,1,13.9,,9.2,,18.6,,2.6,,,M,,M,,,0,,0,,0,,4.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.2,1994-09-02 00:00:00,QC,1994,9,2,13.6,,8.3,,18.9,,0,,,M,,M,,,0,,0,,0,,4.4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.3,1994-09-03 00:00:00,QC,1994,9,3,12.6,,7.6,,17.6,,0,,,M,,M,,,0,,0,,0,,5.4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.4,1994-09-04 00:00:00,QC,1994,9,4,12.7,,6.7,,18.6,,0,,,M,,M,,,0,,0,,0,,5.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.5,1994-09-05 00:00:00,QC,1994,9,5,13.8,,9.5,,18.1,,1.2,,,M,,M,,,0,,0,,0,,4.2,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.6,1994-09-06 00:00:00,QC,1994,9,6,13.9,,11.7,,16,,0,,,M,,M,,,0,,0,,0,,4.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.9,1994-09-09 00:00:00,QC,1994,9,9,14.7,,10.2,,19.1,,3,,,M,,M,,,36,,35,,0,,3.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.10,1994-09-10 00:00:00,QC,1994,9,10,11.6,,8.1,,15.1,,3.9,,,M,,M,,,0,,0,,0,,6.4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.11,1994-09-11 00:00:00,QC,1994,9,11,15.5,,10.8,,20.1,,0,,,M,,M,,,0,,0,,0,,2.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.12,1994-09-12 00:00:00,QC,1994,9,12,16.5,,12.4,,20.6,,1.1,,,M,,M,,,30,,33,,0,,1.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.13,1994-09-13 00:00:00,QC,1994,9,13,16.6,,12.9,,20.2,,4.8,,,M,,M,,,0,,0,,0,,1.4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.14,1994-09-14 00:00:00,QC,1994,9,14,15.6,,10.6,,20.5,,0,,,M,,M,,,0,,0,,0,,2.4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.15,1994-09-15 00:00:00,QC,1994,9,15,15.5,,9.4,,21.5,,0,,,M,,M,,,0,,0,,0,,2.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.18,1994-09-18 00:00:00,QC,1994,9,18,11.7,,8,,15.3,,0,,,M,,M,,,0,,0,,0,,6.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.20,1994-09-20 00:00:00,QC,1994,9,20,17.9,E,12.5,E,23.3,,0,,,M,,M,,,,M,,M,0,E,0.1,E,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.21,1994-09-21 00:00:00,QC,1994,9,21,17.7,,12.9,,22.5,,0,,,M,,M,,,0,,0,,0,,0.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.22,1994-09-22 00:00:00,QC,1994,9,22,16.6,,10.6,,22.5,,0,,,M,,M,,,0,,0,,0,,1.4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.23,1994-09-23 00:00:00,QC,1994,9,23,14.7,,13.1,,16.2,,0,,,M,,M,,,0,,0,,0,,3.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.24,1994-09-24 00:00:00,QC,1994,9,24,16.4,,13.1,,19.6,,0,,,M,,M,,,0,,0,,0,,1.6,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.25,1994-09-25 00:00:00,QC,1994,9,25,17.1,,14.5,,19.7,,0,,,M,,M,,,0,,0,,0,,0.9,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.26,1994-09-26 00:00:00,QC,1994,9,26,18.9,,15,,22.8,,,M,,M,,M,,,0,,0,,0.9,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.27,1994-09-27 00:00:00,QC,1994,9,27,18,,15.2,,20.8,,11.4,,,M,,M,,,0,,0,,0,,0,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.28,1994-09-28 00:00:00,QC,1994,9,28,15.9,,11.8,,19.9,,7.7,,,M,,M,,,0,,0,,0,,2.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.29,1994-09-29 00:00:00,QC,1994,9,29,11.2,,7.4,,15,,6.2,,,M,,M,,,0,,0,,0,,6.8,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.9.30,1994-09-30 00:00:00,QC,1994,9,30,8.8,,6.1,,11.4,,2,,,M,,M,,,35,,32,,0,,9.2,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.1,1994-10-01 00:00:00,QC,1994,10,1,9.4,,5.1,,13.6,,0,,,M,,M,,,0,,0,,0,,8.6,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.2,1994-10-02 00:00:00,QC,1994,10,2,7.6,,4.7,,10.5,,0,,,M,,M,,,0,,0,,0,,10.4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.3,1994-10-03 00:00:00,QC,1994,10,3,8.1,,4.3,,11.8,,0,,,M,,M,,,0,,0,,0,,9.9,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.6,1994-10-06 00:00:00,QC,1994,10,6,8.9,,5.8,,12,,0,,,M,,M,,,0,,0,,0,,9.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.7,1994-10-07 00:00:00,QC,1994,10,7,15.5,,10.8,,20.2,,0,,,M,,M,,,0,,0,,0,,2.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.8,1994-10-08 00:00:00,QC,1994,10,8,16.9,,11,,22.7,,0,,,M,,M,,,0,,0,,0,,1.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.9,1994-10-09 00:00:00,QC,1994,10,9,14.9,,9.3,,20.4,,1,,,M,,M,,,20,,32,,0,,3.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.10,1994-10-10 00:00:00,QC,1994,10,10,7.2,,4.7,,9.6,,1.9,,,M,,M,,,33,,32,,0,,10.8,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.11,1994-10-11 00:00:00,QC,1994,10,11,5.4,,1.4,,9.3,,0,,,M,,M,,,0,,0,,0,,12.6,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.12,1994-10-12 00:00:00,QC,1994,10,12,8.7,,3.1,,14.3,,0,,,M,,M,,,0,,0,,0,,9.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.13,1994-10-13 00:00:00,QC,1994,10,13,11.7,,5.3,,18,,0,,,M,,M,,,0,,0,,0,,6.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.14,1994-10-14 00:00:00,QC,1994,10,14,8.9,,4.6,,13.1,,0,,,M,,M,,,35,,39,,0,,9.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.15,1994-10-15 00:00:00,QC,1994,10,15,6.5,,2,,11,,0,,,M,,M,,,0,,0,,0,,11.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.16,1994-10-16 00:00:00,QC,1994,10,16,9.9,,4.4,,15.4,,0,,,M,,M,,,0,,0,,0,,8.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.18,1994-10-18 00:00:00,QC,1994,10,18,9,,7,,10.9,,1,,,M,,M,,,0,,0,,0,,9,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.19,1994-10-19 00:00:00,QC,1994,10,19,11.9,,7.4,,16.3,,0,,,M,,M,,,0,,0,,0,,6.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.20,1994-10-20 00:00:00,QC,1994,10,20,13.7,,12.1,,15.2,,12.3,,,M,,M,,,0,,0,,0,,4.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.21,1994-10-21 00:00:00,QC,1994,10,21,14.5,,11.8,,17.2,,0,,,M,,M,,,0,,0,,0,,3.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.22,1994-10-22 00:00:00,QC,1994,10,22,11.5,,9.4,,13.5,,1,,,M,,M,,,0,,0,,0,,6.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.23,1994-10-23 00:00:00,QC,1994,10,23,14,,10.7,,17.2,,0,,,M,,M,,,0,,0,,0,,4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.24,1994-10-24 00:00:00,QC,1994,10,24,12.2,,8.9,,15.5,,0,,,M,,M,,,0,,0,,0,,5.8,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.25,1994-10-25 00:00:00,QC,1994,10,25,9.2,,6.7,,11.7,,1.4,,,M,,M,,,0,,0,,0,,8.8,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.26,1994-10-26 00:00:00,QC,1994,10,26,7.7,,5.4,,9.9,,0,,,M,,M,,,0,,0,,0,,10.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.27,1994-10-27 00:00:00,QC,1994,10,27,7.1,,4.3,,9.9,,0,,,M,,M,,,0,,0,,0,,10.9,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.28,1994-10-28 00:00:00,QC,1994,10,28,9.7,,3.7,,15.6,,0,,,M,,M,,,22,,32,,0,,8.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.29,1994-10-29 00:00:00,QC,1994,10,29,13.7,,9.1,,18.2,,0,,,M,,M,,,20,,32,,0,,4.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.30,1994-10-30 00:00:00,QC,1994,10,30,12.7,,9.3,,16,,0,,,M,,M,,,0,,0,,0,,5.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.10.31,1994-10-31 00:00:00,QC,1994,10,31,,M,7.4,E,,M,,M,,M,,,,,,M,,M,,M,,M,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.3,1994-11-03 00:00:00,QC,1994,11,3,7.2,,2.5,,11.8,,0,,,M,,M,,,0,,0,,0,,10.8,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.4,1994-11-04 00:00:00,QC,1994,11,4,13,,9.2,,16.7,,3.2,,,M,,M,,,0,,0,,0,,5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.5,1994-11-05 00:00:00,QC,1994,11,5,11.7,,6,,17.3,,2.8,,,M,,M,,,19,,32,,0,,6.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.6,1994-11-06 00:00:00,QC,1994,11,6,10.1,,4.4,,15.7,,11.5,,,M,,M,,,16,,44,,0,,7.9,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.7,1994-11-07 00:00:00,QC,1994,11,7,6.1,,2.8,,9.3,,0,,,M,,M,,,31,,35,,0,,11.9,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.8,1994-11-08 00:00:00,QC,1994,11,8,8.9,,5.8,,11.9,,0,,,M,,M,,,0,,0,,0,,9.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.9,1994-11-09 00:00:00,QC,1994,11,9,7.8,,4.9,,10.6,,0,,,M,,M,,,34,,32,,0,,10.2,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.10,1994-11-10 00:00:00,QC,1994,11,10,2.5,,-0.1,,5.1,,2.3,,,M,,M,,,35,,39,,0,,15.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.11,1994-11-11 00:00:00,QC,1994,11,11,2.8,,-0.1,,5.6,,0,,,M,,M,,,0,,0,,0,,15.2,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.12,1994-11-12 00:00:00,QC,1994,11,12,2.5,,-1.1,,6,,0,,,M,,M,,,0,,0,,0,,15.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.13,1994-11-13 00:00:00,QC,1994,11,13,4.6,,0.4,,8.8,,0,,,M,,M,,,0,,0,,0,,13.4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.14,1994-11-14 00:00:00,QC,1994,11,14,9.3,,4.5,,14.1,,1.7,,,M,,M,,,0,,0,,0,,8.7,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.15,1994-11-15 00:00:00,QC,1994,11,15,9,,4,,14,,0,,,M,,M,,,0,,0,,0,,9,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.16,1994-11-16 00:00:00,QC,1994,11,16,5.4,,1.9,,8.8,,0,,,M,,M,,,0,,0,,0,,12.6,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.17,1994-11-17 00:00:00,QC,1994,11,17,4.7,E,-0.5,E,9.9,,,M,,M,,M,,,,M,,M,0,E,13.3,E,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.20,1994-11-20 00:00:00,QC,1994,11,20,3.7,,0.6,,6.8,,0,,,M,,M,,,0,,0,,0,,14.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.21,1994-11-21 00:00:00,QC,1994,11,21,6.2,,2,,10.3,,7.1,,,M,,M,,,14,,43,,0,,11.8,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.22,1994-11-22 00:00:00,QC,1994,11,22,4.5,,-1.1,,10,,1,,,M,,M,,,27,,37,,0,,13.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.23,1994-11-23 00:00:00,QC,1994,11,23,-4.1,,-8.1,,-0.1,,2.6,,,M,,M,,,34,,41,,0,,22.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.24,1994-11-24 00:00:00,QC,1994,11,24,-5.1,,-9.3,,-0.8,,0,,,M,,M,,,0,,0,,0,,23.1,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.25,1994-11-25 00:00:00,QC,1994,11,25,1.4,,-1.2,,3.9,,0,,,M,,M,,,0,,0,,0,,16.6,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.26,1994-11-26 00:00:00,QC,1994,11,26,-3.5,,-6.1,,-0.9,,0,,,M,,M,,,0,,0,,0,,21.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.27,1994-11-27 00:00:00,QC,1994,11,27,-5.7,,-8.1,,-3.2,,0,,,M,,M,,,0,,0,,0,,23.7,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.28,1994-11-28 00:00:00,QC,1994,11,28,0.8,,-4.6,,6.1,,41.5,,,M,,M,,,31,,39,,0,,17.2,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.29,1994-11-29 00:00:00,QC,1994,11,29,3.1,,0.9,,5.3,,0,,,M,,M,,,18,,39,,0,,14.9,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.11.30,1994-11-30 00:00:00,QC,1994,11,30,-2.7,,-6.2,,0.9,,0,,,M,,M,,,0,,0,,0,,20.7,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.12.2,1994-12-02 00:00:00,QC,1994,12,2,4.8,,0.2,,9.3,,0,,,M,,M,,,0,,0,,0,,13.2,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.12.3,1994-12-03 00:00:00,QC,1994,12,3,4.6,,2.9,,6.3,,1.7,,,M,,M,,,0,,0,,0,,13.4,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.12.4,1994-12-04 00:00:00,QC,1994,12,4,6.7,,4.5,,8.9,,0,,,M,,M,,,0,,0,,0,,11.3,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.12.5,1994-12-05 00:00:00,QC,1994,12,5,4.5,,2.5,,6.4,,20.4,,,M,,M,,,0,,0,,0,,13.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.12.6,1994-12-06 00:00:00,QC,1994,12,6,4,,1,,7,,2.3,,,M,,M,,,0,,0,,0,,14,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1994.12.7,1994-12-07 00:00:00,QC,1994,12,7,-3.4,,-7.7,,1,,0,,,M,,M,,,0,,0,,0,,21.4,,,,,
